question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
Bernie has a collection of 18 unique postcards. He decided to sell half his collection for $15 per postcard. After he has successfully sold his postcards he decided to spend all the earned money to buy new postcards for $5 each. How many postcards does Bernie have after all his transactions?,"Half of Bernie's collection means 18 * 0.5 = <<18*0.5=9>>9 postcards.
So he was able to sell 9 postcards for 9 * 15 = $<<9*15=135>>135.
He decided to spend all of his money on new postcards for $5 each, so he was able to buy 135 / 5 = 27 new postcards.
This means Bernie has 9 + 27 = <<9+27=36>>36 postcards after all.
#### 36","Bernie has 18 unique postcards initially. He decides to sell half of his collection, so he sells 18 / 2 = 9 postcards. He earns 9 * $15 = $135.

Then, Bernie decides to spend all the earned money on new postcards for $5 each. So, he buys 135 / 5 = 27 postcards.

To find the total number of postcards Bernie has now, we need to add the postcards he sold and the new ones he bought: 18 - 9 = 9 (postcards left) + 27 (new postcards) = 36.

The answer is 36.",36,36.0,True
"Devin teaches one math course per year. He taught Calculus for 4 years, Algebra for twice as many years, and Statistics for 5 times as long as he taught Algebra. How many years has Devin taught?","Calculus: <<4=4>>4 years
Algebra: 4(2)=8 years
Statistics: 8(5)=<<8*5=40>>40 years
Total number of years taught: 4+8+40=<<4+8+40=52>>52 years
#### 52","Devin taught Calculus for 4 years. 
He taught Algebra for twice as many years, so he taught Algebra for 2 * 4 = 8 years. 
He taught Statistics for 5 times as long as Algebra, so he taught Statistics for 5 * 8 = 40 years.

To find the total number of years Devin taught, add the years he taught each subject: 4 (Calculus) + 8 (Algebra) + 40 (Statistics) = 52 years.

The answer is 52.",52,52.0,True
Mason is mixing up some salad dressing. He takes a bowl that holds 150 ml and fills it 2/3rds with oil and 1/3rd with vinegar. The oil weighs 5 g/ml and the vinegar weighs 4 g/ml. How many grams does the salad dressing weigh?,"First find how many ml of oil Mason adds by multiplying the volume of the bowl by the proportion filled with oil: 150 ml * 2/3 = <<150*2/3=100>>100 ml
Then repeat the process to find how many ml of vinegar he added: 150 ml * 1/3 = <<150*1/3=50>>50 ml
Now find the weight of the oil by multiplying the volume by the weight/volume ratio: 100 ml * 5 g/ml = <<100*5=500>>500 g
Do the same procedure with the weight and weight/volume ratio of the vinegar to find its weight: 50 ml * 4 g/ml = <<50*4=200>>200 g
Now add the weight of the oil and the vinegar to find the weight of the salad dressing: 500 g + 200 g = <<500+200=700>>700 g
#### 700","To find the weight of the oil, multiply the volume of the oil (2/3 * 150 ml) by its weight per milliliter (5 g/ml).

2/3 * 150 = 100 ml
100 ml * 5 g/ml = 500 g

To find the weight of the vinegar, multiply the volume of the vinegar (1/3 * 150 ml) by its weight per milliliter (4 g/ml).

1/3 * 150 = 50 ml
50 ml * 4 g/ml = 200 g

Now, add the weight of the oil and vinegar to find the total weight of the salad dressing.

500 g + 200 g = 700 g

The salad dressing weighs 700 grams.",700,700.0,True
"Bridge and Sarah have $3 between them. If Bridget has 50 cents more than Sarah, how many cents does Sarah have?","Let X be the amount of money Sarah has, so Bridget has X + 50 cents
We know that Sarah and Bridget combined have $3, or 300 cents, so X + X + 50 = 300
We therefore know that 2X = 250
So Sarah has 250 / 2 = <<250/2=125>>125 cents
#### 125","Let's say Sarah has x cents. Since Bridget has 50 cents more than Sarah, Bridget has x + 50 cents.

We know that together they have $3, which is equal to 300 cents. So, we can set up an equation:

x + (x + 50) = 300

Combine like terms:
2x + 50 = 300

Subtract 50 from both sides:
2x = 250

Divide both sides by 2:
x = 125

So, Sarah has 125 cents.",125,125.0,True
"If Layla scored 104 goals in four hockey games and Kristin scored 24 fewer goals in the same four games, calculate the average number of goals the two scored.","If Layla scored 104 goals in four hockey games and Kristin scored 24 fewer goals in the same four games, Kristin scored 104-24 = <<104-24=80>>80 goals.
The combined number of goals they scored is 80+104 = <<80+104=184>>184
The average number of goals they scored is 184/2 = <<184/2=92>>92
#### 92","To find Kristin's total goals, subtract 24 from Layla's total: 104 - 24 = 80 goals.

Now, add Layla and Kristin's goals together: 104 + 80 = 184 goals.

To find the average, divide the total goals by 2: 184 / 2 = 92.

The average number of goals the two scored is 92.",92,92.0,True
John's weight bench can support 1000 pounds.  He wants to make sure to stay 20% under that weight for safety.  If he weighs 250 pounds how much weight can he put on the bar?,"He wants to stay 1000*.2=<<1000*.2=200>>200 pounds under the max
So he wants to stay under 1000-200=<<1000-200=800>>800 pounds
That means he can put 800-250=<<800-250=550>>550 pounds on the bar
#### 550","To find the weight John can safely use, we need to calculate 20% of the maximum weight his weight bench can support (1000 pounds) and subtract it from the maximum weight.

20% of 1000 pounds is 0.20 * 1000 = 200 pounds.

So, 20% under the maximum weight would be 1000 - 200 = 800 pounds.

John weighs 250 pounds, so the weight he can safely put on the bar is 800 - 250 = 550 pounds.

The answer is 550 pounds.",550,550.0,True
Marcy spends 12 minutes petting her cat and 1/3 of that time combing it. How many minutes does she spend with her cat in total?,"First find the time Marcy spends combing the cat: 12 minutes / 3 = <<12/3=4>>4 minutes
Then add that to the time spent petting the cat to find the total time she spends with it: 4 minutes + 12 minutes = <<4+12=16>>16 minutes
#### 16","To find the total time spent with her cat, we need to find the time spent combing the cat and add it to the time spent petting the cat.

Time spent petting the cat: 12 minutes
Time spent combing the cat: 1/3 * 12 = 4 minutes

Total time spent with her cat: 12 + 4 = 16 minutes

The answer is 16 minutes.",16,16.0,True
"Scott, Mary, and Ken committed to raising $4,000 for their local children’s cancer hospital. Right now, Mary’s collection is five times what Ken has, but three times Scott’s funds. If Ken has $600, by how much have the three exceeded their goal?","Mary has collected 5 * $600 = $<<5*600=3000>>3000
Scott therefore has $3000 / 3 = $<<3000/3=1000>>1000
All together, they have raised $3000 + $1000 + $600 = $<<3000+1000+600=4600>>4600
They have therefore exceeded their goal by $4600 - $4000 = $<<4600-4000=600>>600
#### 600","Since Mary's collection is five times what Ken has, and Ken has $600, Mary has 5 * 600 = 3000 dollars.

Mary's collection is also three times Scott's funds. To find Scott's funds, divide Mary's collection by 3: 3000 / 3 = 1000 dollars.

Now, we know the total amount collected: 
- Ken has $600
- Mary has $3000
- Scott has $1000
Total amount collected: 600 + 3000 + 1000 = 4600 dollars.

To find the excess amount, subtract the goal from the total collected amount: 4600 - 4000 = 600 dollars.

The three exceeded their goal by $600.",600,600.0,True
A water tank has a capacity of 4000 gallons. Mack connects a pipe to the tank that fills the tank with water at the rate of 10 gallons per hour. How long will it take to fill the tank to 3/4 of its capacity?,"3/4 of the water tank is 3/4*4000 = <<3/4*4000=3000>>3000
If the pipe fills the tank with water at the rate of 10 gallons per hour, it will take 3000/10 = <<3000/10=300>>300 hours to fill the tank to 3/4 of its capacity
#### 300","To find the amount of water needed to fill the tank to 3/4 of its capacity, we need to multiply the tank's capacity by 3/4.

Capacity of the tank: 4000 gallons
3/4 of the capacity: 4000 * 3/4 = 3000 gallons

Now, we need to find out how long it will take to fill the tank with 3000 gallons at a rate of 10 gallons per hour.

Time = Amount of water / Rate
Time = 3000 / 10
Time = 300 hours

So, it will take 300 hours to fill the tank to 3/4 of its capacity.",300,4.0,False
"It takes Jennifer 20 minutes to groom each of her 2 long hair dachshunds.  If she grooms her dogs every day, how many hours does she spend grooming her dogs in 30 days?","She has 2 dogs and it takes 20 minutes to groom just 1 dog so it takes her 2*20 = <<2*20=40>>40 minutes per day to groom 2 dogs
In 30 days, she will have spent 30*40 = <<30*40=1200>>1,200 minutes grooming her dogs
There are 60 minutes in an hour so she spends 1200/60 = <<1200/60=20>>20 hours grooming her dogs
#### 20","Since it takes Jennifer 20 minutes to groom each dog, and she has 2 dogs, it takes her 20 * 2 = 40 minutes to groom both dogs.

There are 60 minutes in an hour. So, 40 minutes is equal to 40/60 = 2/3 hours.

If Jennifer grooms her dogs every day, in 30 days she will spend 30 * 2/3 = 20 hours grooming her dogs.",20,20.0,True
Tom goes to a combined undergrad and Ph.D. program.  It takes 3 years to finish the BS and 5 years to finish the Ph.D.  Tom finishes it in 3/4ths the time.  How long does it take for him to finish?,"The program normally takes 3+5=<<3+5=8>>8 years
So he manages to finish in 8*3/4=<<8*3/4=6>>6 years
#### 6","The total time it would normally take Tom to finish the combined program is 3 years (BS) + 5 years (Ph.D.) = 8 years.

Since Tom finishes it in 3/4ths the time, we multiply the normal time by 3/4.

Time taken by Tom = 8 years * (3/4)
Time taken by Tom = 8 * 3 / 4
Time taken by Tom = 24 / 4
Time taken by Tom = 6 years

So, it takes Tom 6 years to finish the combined program.",6,6.0,True
"An apple tree produced 200 apples in a particular season. The tree made 20% fewer fruits the following season, but the tree fruits production in the second season doubled during the third season. Calculate the total number of fruits the apple tree grew in the three seasons.","If the tree produced 200 apples in the first season, there were 20/100*200 = 40 fewer fruits in the second season.
The total production from the apple tree in the second season is 200-40 = <<200-40=160>>160
In the two seasons, the apple tree produced 160+200 = <<160+200=360>>360 fruits.
The apple tree doubled the number of fruits it produced in the third season, totaling 160*2 = <<160*2=320>>320.
In the three seasons, the apple tree produced 320+360 = <<320+360=680>>680 apples.
#### 680","In the first season, the apple tree produced 200 apples.

In the second season, the tree made 20% fewer fruits than the first season. 
20% of 200 is 0.20 * 200 = 40.
So, in the second season, the tree produced 200 - 40 = 160 apples.

In the third season, the tree's production doubled from the second season. 
So, in the third season, the tree produced 160 * 2 = 320 apples.

Now, let's add the total number of fruits from all three seasons: 
200 + 160 + 320 = 680 apples.

The answer is 680.",680,680.0,True
"Stuart is going on a cross-country trip and wants to find the fastest route. On one route the total distance is 1500 miles and the average speed is 75 MPH. On the second trip, the total distance is 750 but the average speed is 25 MPH. How long does his trip take if he goes on the fastest route?","The first route will take 20 hours because 1,500 / 75 = <<1500/75=20>>20
The second route will take 30 hours because 750 / 25 = <<750/25=30>>30
The fastest route takes 20 hours because 20 < 30
#### 20","To find the time it takes for the trip, we need to divide the total distance by the average speed. 

For the first route: Distance = 1500 miles, Speed = 75 MPH
Time = Distance / Speed = 1500 miles / 75 MPH = 20 hours

For the second route: Distance = 750 miles, Speed = 25 MPH
Time = Distance / Speed = 750 miles / 25 MPH = 30 hours

The first route is faster, taking 20 hours for Stuart's trip.",20,20.0,True
"Ittymangnark and Kingnook are an Eskimo couple living in the most northern region of the Alaskan wilderness.  Together, they live with their child, Oomyapeck.  Every day Ittymangnark catches enough fish for the three of them to eat for the day and they split the fish equally between the three of them.  But after they have split the fish, they give Oomyapeck all of the eyes, who gives two of the eyes to his dog and eats the rest himself.  How many fish will each of them be given to eat if Oomyapeck eats 22 eyes in a day?","If the dog eats two eyes and Oomyapeck eats 22 eyes, then there are a total of 2+22=<<2+22=24>>24 eyes.
With 2 eyes per fish, 24 eyes represent 24/2=<<24/2=12>>12 fish.
If they split that number of fish equally amongst the three of them, then each of them will be given 12/3=<<12/3=4>>4 fish to eat.
#### 4","Since Oomyapeck eats 22 eyes, and he gives 2 eyes to his dog, he must have had 22 + 2 = 24 eyes. Since each fish has 2 eyes, the total number of fish caught is 24 / 2 = 12.

Now, since they split the fish equally among the three of them, we divide the total number of fish by 3: 12 / 3 = 4.

So, each of them will be given 4 fish to eat.",4,4.0,True
